library_id,namespace,meta,proj,release,release_id,max_cvss,cve_count
maven|org.eclipse.jetty|jetty-webapp|8.0.0.M2,maven,org.eclipse.jetty,jetty-webapp,8.0.0.M2,4298,6.9,1
maven|org.eclipse.jetty|jetty-webapp|8.0.0.M3,maven,org.eclipse.jetty,jetty-webapp,8.0.0.M3,4299,6.9,1
maven|org.eclipse.jetty|jetty-webapp|8.0.0.v20110901,maven,org.eclipse.jetty,jetty-webapp,8.0.0.v20110901,4300,6.9,1
maven|org.eclipse.jetty|jetty-webapp|8.0.1.v20110908,maven,org.eclipse.jetty,jetty-webapp,8.0.1.v20110908,4301,6.9,1
maven|org.eclipse.jetty|jetty-webapp|8.0.2.v20111006,maven,org.eclipse.jetty,jetty-webapp,8.0.2.v20111006,4302,6.9,1
maven|org.eclipse.jetty|jetty-webapp|8.0.3.v20111011,maven,org.eclipse.jetty,jetty-webapp,8.0.3.v20111011,4303,6.9,1
maven|org.eclipse.jetty|jetty-webapp|8.0.4.v20111024,maven,org.eclipse.jetty,jetty-webapp,8.0.4.v20111024,4304,6.9,1
maven|org.eclipse.jetty|jetty-webapp|8.1.0.RC0,maven,org.eclipse.jetty,jetty-webapp,8.1.0.RC0,4305,6.9,1
maven|org.eclipse.jetty|jetty-webapp|8.1.0.RC1,maven,org.eclipse.jetty,jetty-webapp,8.1.0.RC1,4306,6.9,1
maven|org.eclipse.jetty|jetty-webapp|8.1.0.RC2,maven,org.eclipse.jetty,jetty-webapp,8.1.0.RC2,4307,6.9,1
maven|org.eclipse.jetty|jetty-webapp|8.1.0.RC4,maven,org.eclipse.jetty,jetty-webapp,8.1.0.RC4,4308,6.9,1
maven|org.eclipse.jetty|jetty-webapp|8.1.0.RC5,maven,org.eclipse.jetty,jetty-webapp,8.1.0.RC5,4309,6.9,1
maven|org.eclipse.jetty|jetty-webapp|8.1.0.v20120127,maven,org.eclipse.jetty,jetty-webapp,8.1.0.v20120127,4310,6.9,1
maven|org.eclipse.jetty|jetty-webapp|8.1.1.v20120215,maven,org.eclipse.jetty,jetty-webapp,8.1.1.v20120215,4311,6.9,1
maven|org.eclipse.jetty|jetty-webapp|8.1.2.v20120308,maven,org.eclipse.jetty,jetty-webapp,8.1.2.v20120308,4312,6.9,1
maven|org.eclipse.jetty|jetty-webapp|8.1.3.v20120416,maven,org.eclipse.jetty,jetty-webapp,8.1.3.v20120416,4313,6.9,1
maven|org.eclipse.jetty|jetty-webapp|8.1.4.v20120524,maven,org.eclipse.jetty,jetty-webapp,8.1.4.v20120524,4314,6.9,1
maven|org.eclipse.jetty|jetty-webapp|8.1.5.v20120716,maven,org.eclipse.jetty,jetty-webapp,8.1.5.v20120716,4315,6.9,1
maven|org.eclipse.jetty|jetty-webapp|8.1.6.v20120903,maven,org.eclipse.jetty,jetty-webapp,8.1.6.v20120903,4316,6.9,1
maven|org.eclipse.jetty|jetty-webapp|8.1.7.v20120910,maven,org.eclipse.jetty,jetty-webapp,8.1.7.v20120910,4317,6.9,1
maven|org.eclipse.jetty|jetty-webapp|8.1.8.v20121106,maven,org.eclipse.jetty,jetty-webapp,8.1.8.v20121106,4318,6.9,1
maven|org.eclipse.jetty|jetty-webapp|8.1.9.v20130131,maven,org.eclipse.jetty,jetty-webapp,8.1.9.v20130131,4319,6.9,1
maven|org.eclipse.jetty|jetty-webapp|8.1.10.v20130312,maven,org.eclipse.jetty,jetty-webapp,8.1.10.v20130312,4320,6.9,1
maven|org.eclipse.jetty|jetty-webapp|8.1.11.v20130520,maven,org.eclipse.jetty,jetty-webapp,8.1.11.v20130520,4321,6.9,1
maven|org.eclipse.jetty|jetty-webapp|8.1.12.v20130726,maven,org.eclipse.jetty,jetty-webapp,8.1.12.v20130726,4322,6.9,1
maven|org.eclipse.jetty|jetty-webapp|8.1.13.v20130916,maven,org.eclipse.jetty,jetty-webapp,8.1.13.v20130916,4323,6.9,1
maven|org.eclipse.jetty|jetty-webapp|8.1.14.v20131031,maven,org.eclipse.jetty,jetty-webapp,8.1.14.v20131031,4324,6.9,1
maven|org.eclipse.jetty|jetty-webapp|8.1.15.v20140411,maven,org.eclipse.jetty,jetty-webapp,8.1.15.v20140411,4325,6.9,1
maven|org.eclipse.jetty|jetty-webapp|8.1.16.v20140903,maven,org.eclipse.jetty,jetty-webapp,8.1.16.v20140903,4326,6.9,1
maven|org.eclipse.jetty|jetty-webapp|8.1.17.v20150415,maven,org.eclipse.jetty,jetty-webapp,8.1.17.v20150415,4327,6.9,1
maven|org.eclipse.jetty|jetty-webapp|8.1.18.v20150929,maven,org.eclipse.jetty,jetty-webapp,8.1.18.v20150929,4328,6.9,1
maven|org.eclipse.jetty|jetty-webapp|8.1.19.v20160209,maven,org.eclipse.jetty,jetty-webapp,8.1.19.v20160209,4329,6.9,1
maven|org.eclipse.jetty|jetty-webapp|8.1.20.v20160902,maven,org.eclipse.jetty,jetty-webapp,8.1.20.v20160902,4330,6.9,1
maven|org.eclipse.jetty|jetty-webapp|8.1.21.v20160908,maven,org.eclipse.jetty,jetty-webapp,8.1.21.v20160908,4331,6.9,1
maven|org.eclipse.jetty|jetty-webapp|8.1.22.v20160922,maven,org.eclipse.jetty,jetty-webapp,8.1.22.v20160922,4332,6.9,1
maven|org.eclipse.jetty|jetty-webapp|8.2.0.v20160908,maven,org.eclipse.jetty,jetty-webapp,8.2.0.v20160908,4333,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.0.0.M0,maven,org.eclipse.jetty,jetty-webapp,9.0.0.M0,4334,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.0.0.RC0,maven,org.eclipse.jetty,jetty-webapp,9.0.0.RC0,4335,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.0.0.M1,maven,org.eclipse.jetty,jetty-webapp,9.0.0.M1,4336,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.0.0.RC1,maven,org.eclipse.jetty,jetty-webapp,9.0.0.RC1,4337,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.0.0.M2,maven,org.eclipse.jetty,jetty-webapp,9.0.0.M2,4338,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.0.0.RC2,maven,org.eclipse.jetty,jetty-webapp,9.0.0.RC2,4339,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.0.0.M3,maven,org.eclipse.jetty,jetty-webapp,9.0.0.M3,4340,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.0.0.M4,maven,org.eclipse.jetty,jetty-webapp,9.0.0.M4,4341,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.0.0.M5,maven,org.eclipse.jetty,jetty-webapp,9.0.0.M5,4342,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.0.0.v20130308,maven,org.eclipse.jetty,jetty-webapp,9.0.0.v20130308,4343,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.0.1.v20130408,maven,org.eclipse.jetty,jetty-webapp,9.0.1.v20130408,4344,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.0.2.v20130417,maven,org.eclipse.jetty,jetty-webapp,9.0.2.v20130417,4345,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.0.3.v20130506,maven,org.eclipse.jetty,jetty-webapp,9.0.3.v20130506,4346,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.0.4.v20130625,maven,org.eclipse.jetty,jetty-webapp,9.0.4.v20130625,4347,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.0.5.v20130815,maven,org.eclipse.jetty,jetty-webapp,9.0.5.v20130815,4348,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.0.6.v20130930,maven,org.eclipse.jetty,jetty-webapp,9.0.6.v20130930,4349,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.0.7.v20131107,maven,org.eclipse.jetty,jetty-webapp,9.0.7.v20131107,4350,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.1.0.M0,maven,org.eclipse.jetty,jetty-webapp,9.1.0.M0,4351,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.1.0.RC0,maven,org.eclipse.jetty,jetty-webapp,9.1.0.RC0,4352,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.1.0.RC1,maven,org.eclipse.jetty,jetty-webapp,9.1.0.RC1,4353,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.1.0.RC2,maven,org.eclipse.jetty,jetty-webapp,9.1.0.RC2,4354,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.1.0.v20131115,maven,org.eclipse.jetty,jetty-webapp,9.1.0.v20131115,4355,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.1.1.v20140108,maven,org.eclipse.jetty,jetty-webapp,9.1.1.v20140108,4356,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.1.2.v20140210,maven,org.eclipse.jetty,jetty-webapp,9.1.2.v20140210,4357,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.1.3.v20140225,maven,org.eclipse.jetty,jetty-webapp,9.1.3.v20140225,4358,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.1.4.v20140401,maven,org.eclipse.jetty,jetty-webapp,9.1.4.v20140401,4359,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.1.5.v20140505,maven,org.eclipse.jetty,jetty-webapp,9.1.5.v20140505,4360,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.1.6.v20160112,maven,org.eclipse.jetty,jetty-webapp,9.1.6.v20160112,4361,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.2.0.M0,maven,org.eclipse.jetty,jetty-webapp,9.2.0.M0,4362,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.2.0.RC0,maven,org.eclipse.jetty,jetty-webapp,9.2.0.RC0,4363,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.2.0.M1,maven,org.eclipse.jetty,jetty-webapp,9.2.0.M1,4364,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.2.0.v20140526,maven,org.eclipse.jetty,jetty-webapp,9.2.0.v20140526,4365,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.2.1.v20140609,maven,org.eclipse.jetty,jetty-webapp,9.2.1.v20140609,4366,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.2.2.v20140723,maven,org.eclipse.jetty,jetty-webapp,9.2.2.v20140723,4367,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.2.3.v20140905,maven,org.eclipse.jetty,jetty-webapp,9.2.3.v20140905,4368,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.2.4.v20141103,maven,org.eclipse.jetty,jetty-webapp,9.2.4.v20141103,4369,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.2.5.v20141112,maven,org.eclipse.jetty,jetty-webapp,9.2.5.v20141112,4370,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.2.6.v20141205,maven,org.eclipse.jetty,jetty-webapp,9.2.6.v20141205,4371,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.2.7.v20150116,maven,org.eclipse.jetty,jetty-webapp,9.2.7.v20150116,4372,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.2.8.v20150217,maven,org.eclipse.jetty,jetty-webapp,9.2.8.v20150217,4373,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.2.9.v20150224,maven,org.eclipse.jetty,jetty-webapp,9.2.9.v20150224,4374,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.2.10.v20150310,maven,org.eclipse.jetty,jetty-webapp,9.2.10.v20150310,4375,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.2.11.M0,maven,org.eclipse.jetty,jetty-webapp,9.2.11.M0,4376,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.2.11.v20150529,maven,org.eclipse.jetty,jetty-webapp,9.2.11.v20150529,4377,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.2.12.M0,maven,org.eclipse.jetty,jetty-webapp,9.2.12.M0,4378,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.2.12.v20150709,maven,org.eclipse.jetty,jetty-webapp,9.2.12.v20150709,4379,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.2.13.v20150730,maven,org.eclipse.jetty,jetty-webapp,9.2.13.v20150730,4380,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.2.14.v20151106,maven,org.eclipse.jetty,jetty-webapp,9.2.14.v20151106,4381,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.2.15.v20160210,maven,org.eclipse.jetty,jetty-webapp,9.2.15.v20160210,4382,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.2.16.v20160414,maven,org.eclipse.jetty,jetty-webapp,9.2.16.v20160414,4383,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.2.17.v20160517,maven,org.eclipse.jetty,jetty-webapp,9.2.17.v20160517,4384,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.2.18.v20160721,maven,org.eclipse.jetty,jetty-webapp,9.2.18.v20160721,4385,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.2.19.v20160908,maven,org.eclipse.jetty,jetty-webapp,9.2.19.v20160908,4386,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.2.20.v20161216,maven,org.eclipse.jetty,jetty-webapp,9.2.20.v20161216,4387,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.2.21.v20170120,maven,org.eclipse.jetty,jetty-webapp,9.2.21.v20170120,4388,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.2.22.v20170606,maven,org.eclipse.jetty,jetty-webapp,9.2.22.v20170606,4389,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.2.23.v20171218,maven,org.eclipse.jetty,jetty-webapp,9.2.23.v20171218,4390,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.2.24.v20180105,maven,org.eclipse.jetty,jetty-webapp,9.2.24.v20180105,4391,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.2.25.v20180606,maven,org.eclipse.jetty,jetty-webapp,9.2.25.v20180606,4392,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.2.26.v20180806,maven,org.eclipse.jetty,jetty-webapp,9.2.26.v20180806,4393,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.2.27.v20190403,maven,org.eclipse.jetty,jetty-webapp,9.2.27.v20190403,4394,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.2.28.v20190418,maven,org.eclipse.jetty,jetty-webapp,9.2.28.v20190418,4395,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.2.29.v20191105,maven,org.eclipse.jetty,jetty-webapp,9.2.29.v20191105,4396,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.2.30.v20200428,maven,org.eclipse.jetty,jetty-webapp,9.2.30.v20200428,4397,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.3.0.M0,maven,org.eclipse.jetty,jetty-webapp,9.3.0.M0,4398,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.3.0.RC0,maven,org.eclipse.jetty,jetty-webapp,9.3.0.RC0,4399,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.3.0.M1,maven,org.eclipse.jetty,jetty-webapp,9.3.0.M1,4400,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.3.0.RC1,maven,org.eclipse.jetty,jetty-webapp,9.3.0.RC1,4401,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.3.0.M2,maven,org.eclipse.jetty,jetty-webapp,9.3.0.M2,4402,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.3.0.v20150612,maven,org.eclipse.jetty,jetty-webapp,9.3.0.v20150612,4403,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.3.1.v20150714,maven,org.eclipse.jetty,jetty-webapp,9.3.1.v20150714,4404,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.3.2.v20150730,maven,org.eclipse.jetty,jetty-webapp,9.3.2.v20150730,4405,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.3.3.v20150827,maven,org.eclipse.jetty,jetty-webapp,9.3.3.v20150827,4406,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.3.4.RC0,maven,org.eclipse.jetty,jetty-webapp,9.3.4.RC0,4407,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.3.4.RC1,maven,org.eclipse.jetty,jetty-webapp,9.3.4.RC1,4408,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.3.4.v20151007,maven,org.eclipse.jetty,jetty-webapp,9.3.4.v20151007,4409,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.3.5.v20151012,maven,org.eclipse.jetty,jetty-webapp,9.3.5.v20151012,4410,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.3.6.v20151106,maven,org.eclipse.jetty,jetty-webapp,9.3.6.v20151106,4411,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.3.7.RC0,maven,org.eclipse.jetty,jetty-webapp,9.3.7.RC0,4412,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.3.7.RC1,maven,org.eclipse.jetty,jetty-webapp,9.3.7.RC1,4413,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.3.7.v20160115,maven,org.eclipse.jetty,jetty-webapp,9.3.7.v20160115,4414,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.3.8.RC0,maven,org.eclipse.jetty,jetty-webapp,9.3.8.RC0,4415,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.3.8.v20160314,maven,org.eclipse.jetty,jetty-webapp,9.3.8.v20160314,4416,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.3.9.M0,maven,org.eclipse.jetty,jetty-webapp,9.3.9.M0,4417,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.3.9.M1,maven,org.eclipse.jetty,jetty-webapp,9.3.9.M1,4418,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.3.9.v20160517,maven,org.eclipse.jetty,jetty-webapp,9.3.9.v20160517,4419,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.3.10.M0,maven,org.eclipse.jetty,jetty-webapp,9.3.10.M0,4420,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.3.10.v20160621,maven,org.eclipse.jetty,jetty-webapp,9.3.10.v20160621,4421,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.3.11.M0,maven,org.eclipse.jetty,jetty-webapp,9.3.11.M0,4422,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.3.11.v20160721,maven,org.eclipse.jetty,jetty-webapp,9.3.11.v20160721,4423,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.3.12.v20160915,maven,org.eclipse.jetty,jetty-webapp,9.3.12.v20160915,4424,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.3.13.M0,maven,org.eclipse.jetty,jetty-webapp,9.3.13.M0,4425,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.3.13.v20161014,maven,org.eclipse.jetty,jetty-webapp,9.3.13.v20161014,4426,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.3.14.v20161028,maven,org.eclipse.jetty,jetty-webapp,9.3.14.v20161028,4427,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.3.15.v20161220,maven,org.eclipse.jetty,jetty-webapp,9.3.15.v20161220,4428,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.3.16.v20170120,maven,org.eclipse.jetty,jetty-webapp,9.3.16.v20170120,4429,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.3.17.RC0,maven,org.eclipse.jetty,jetty-webapp,9.3.17.RC0,4430,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.3.17.v20170317,maven,org.eclipse.jetty,jetty-webapp,9.3.17.v20170317,4431,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.3.18.v20170406,maven,org.eclipse.jetty,jetty-webapp,9.3.18.v20170406,4432,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.3.19.v20170502,maven,org.eclipse.jetty,jetty-webapp,9.3.19.v20170502,4433,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.3.20.v20170531,maven,org.eclipse.jetty,jetty-webapp,9.3.20.v20170531,4434,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.3.21.M0,maven,org.eclipse.jetty,jetty-webapp,9.3.21.M0,4435,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.3.21.RC0,maven,org.eclipse.jetty,jetty-webapp,9.3.21.RC0,4436,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.3.21.v20170918,maven,org.eclipse.jetty,jetty-webapp,9.3.21.v20170918,4437,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.3.22.v20171030,maven,org.eclipse.jetty,jetty-webapp,9.3.22.v20171030,4438,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.3.23.v20180228,maven,org.eclipse.jetty,jetty-webapp,9.3.23.v20180228,4439,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.3.24.v20180605,maven,org.eclipse.jetty,jetty-webapp,9.3.24.v20180605,4440,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.3.25.v20180904,maven,org.eclipse.jetty,jetty-webapp,9.3.25.v20180904,4441,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.3.26.v20190403,maven,org.eclipse.jetty,jetty-webapp,9.3.26.v20190403,4442,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.3.27.v20190418,maven,org.eclipse.jetty,jetty-webapp,9.3.27.v20190418,4443,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.3.28.v20191105,maven,org.eclipse.jetty,jetty-webapp,9.3.28.v20191105,4444,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.3.29.v20201019,maven,org.eclipse.jetty,jetty-webapp,9.3.29.v20201019,4445,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.3.30.v20211001,maven,org.eclipse.jetty,jetty-webapp,9.3.30.v20211001,4446,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.4.0.M0,maven,org.eclipse.jetty,jetty-webapp,9.4.0.M0,4447,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.4.0.RC0,maven,org.eclipse.jetty,jetty-webapp,9.4.0.RC0,4448,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.4.0.M1,maven,org.eclipse.jetty,jetty-webapp,9.4.0.M1,4449,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.4.0.RC1,maven,org.eclipse.jetty,jetty-webapp,9.4.0.RC1,4450,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.4.0.RC2,maven,org.eclipse.jetty,jetty-webapp,9.4.0.RC2,4451,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.4.0.RC3,maven,org.eclipse.jetty,jetty-webapp,9.4.0.RC3,4452,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.4.0.v20161208,maven,org.eclipse.jetty,jetty-webapp,9.4.0.v20161208,4453,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.4.0.v20180619,maven,org.eclipse.jetty,jetty-webapp,9.4.0.v20180619,4454,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.4.1.v20170120,maven,org.eclipse.jetty,jetty-webapp,9.4.1.v20170120,4455,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.4.1.v20180619,maven,org.eclipse.jetty,jetty-webapp,9.4.1.v20180619,4456,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.4.2.v20170220,maven,org.eclipse.jetty,jetty-webapp,9.4.2.v20170220,4457,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.4.2.v20180619,maven,org.eclipse.jetty,jetty-webapp,9.4.2.v20180619,4458,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.4.3.v20170317,maven,org.eclipse.jetty,jetty-webapp,9.4.3.v20170317,4459,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.4.3.v20180619,maven,org.eclipse.jetty,jetty-webapp,9.4.3.v20180619,4460,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.4.4.v20170414,maven,org.eclipse.jetty,jetty-webapp,9.4.4.v20170414,4461,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.4.4.v20180619,maven,org.eclipse.jetty,jetty-webapp,9.4.4.v20180619,4462,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.4.5.v20170502,maven,org.eclipse.jetty,jetty-webapp,9.4.5.v20170502,4463,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.4.5.v20180619,maven,org.eclipse.jetty,jetty-webapp,9.4.5.v20180619,4464,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.4.6.v20170531,maven,org.eclipse.jetty,jetty-webapp,9.4.6.v20170531,4465,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.4.6.v20180619,maven,org.eclipse.jetty,jetty-webapp,9.4.6.v20180619,4466,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.4.7.RC0,maven,org.eclipse.jetty,jetty-webapp,9.4.7.RC0,4467,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.4.7.v20170914,maven,org.eclipse.jetty,jetty-webapp,9.4.7.v20170914,4468,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.4.7.v20180619,maven,org.eclipse.jetty,jetty-webapp,9.4.7.v20180619,4469,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.4.8.v20171121,maven,org.eclipse.jetty,jetty-webapp,9.4.8.v20171121,4470,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.4.8.v20180619,maven,org.eclipse.jetty,jetty-webapp,9.4.8.v20180619,4471,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.4.9.v20180320,maven,org.eclipse.jetty,jetty-webapp,9.4.9.v20180320,4472,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.4.10.RC0,maven,org.eclipse.jetty,jetty-webapp,9.4.10.RC0,4473,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.4.10.RC1,maven,org.eclipse.jetty,jetty-webapp,9.4.10.RC1,4474,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.4.10.v20180503,maven,org.eclipse.jetty,jetty-webapp,9.4.10.v20180503,4475,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.4.11.v20180605,maven,org.eclipse.jetty,jetty-webapp,9.4.11.v20180605,4476,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.4.12.RC0,maven,org.eclipse.jetty,jetty-webapp,9.4.12.RC0,4477,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.4.12.RC1,maven,org.eclipse.jetty,jetty-webapp,9.4.12.RC1,4478,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.4.12.RC2,maven,org.eclipse.jetty,jetty-webapp,9.4.12.RC2,4479,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.4.12.v20180830,maven,org.eclipse.jetty,jetty-webapp,9.4.12.v20180830,4480,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.4.13.v20181111,maven,org.eclipse.jetty,jetty-webapp,9.4.13.v20181111,4481,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.4.14.v20181114,maven,org.eclipse.jetty,jetty-webapp,9.4.14.v20181114,4482,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.4.15.v20190215,maven,org.eclipse.jetty,jetty-webapp,9.4.15.v20190215,4483,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.4.16.v20190411,maven,org.eclipse.jetty,jetty-webapp,9.4.16.v20190411,4484,6.9,1
maven|org.eclipse.jetty|jetty-webapp|9.4.17.v20190418,maven,org.eclipse.jetty,jetty-webapp,9.4.17.v20190418,4485,6.9,1
